Date,PandL,ProfitableTradeCount,LossTradeCount,AccuracyPercentage
2022-03-07,-73.47857142857129,0,1,0.0
2022-03-08,-39.78928571428605,1,2,33.33333333333333
2022-03-09,-119.93571428571386,0,2,0.0
2022-03-10,-97.7892857142856,0,3,0.0
2022-03-11,-63.728571428572195,0,3,0.0
2022-03-14,-43.52857142857147,0,2,0.0
2022-03-15,-5.11428571428587,1,1,50.0
2022-03-16,33.146428571427805,6,3,66.66666666666666
2022-03-17,1.775000000000091,3,2,60.0
2022-03-21,-24.52499999999964,0,1,0.0
2022-03-22,24.007142857142753,2,0,100.0
2022-03-23,23.17857142857156,2,2,50.0
2022-03-24,6.178571428571559,1,1,50.0
2022-03-25,76.67857142857065,7,1,87.5
2022-03-28,-11.485714285714494,1,1,50.0
2022-03-29,25.935714285713857,9,3,75.0
2022-03-30,34.25714285714321,2,0,100.0
2022-03-31,-55.1571428571433,0,3,0.0
2022-04-01,18.242857142856792,2,0,100.0
2022-04-04,16.62142857142863,3,1,75.0
2022-04-05,-28.0392857142856,0,1,0.0
2022-04-06,-84.3428571428567,0,3,0.0
2022-04-07,-402.321428571428,0,5,0.0
2022-04-08,74.77857142857101,4,0,100.0
2022-04-11,33.63571428571413,2,1,66.66666666666666
2022-04-18,48.95714285714257,4,0,100.0
2022-04-19,-94.07142857142844,0,2,0.0
2022-04-21,-3.68571428571431,1,1,50.0
2022-04-25,-134.63571428571413,0,2,0.0
2022-04-26,108.5785714285712,5,1,83.33333333333334
2022-04-27,-20.72142857142853,0,1,0.0
2022-04-28,-63.78214285714239,0,3,0.0
2022-04-29,-69.33571428571395,2,4,33.33333333333333
2022-05-02,11.442857142857063,1,2,33.33333333333333
2022-05-05,-39.47142857142853,0,3,0.0
2022-05-06,47.10714285714312,1,0,100.0
2022-05-13,-271.86428571428496,0,4,0.0
2022-05-16,12.357142857143568,1,2,33.33333333333333
2022-05-17,123.64999999999964,6,0,100.0
2022-05-18,15.199999999999825,2,1,66.66666666666666
2022-05-20,-58.94999999999982,0,2,0.0
2022-05-24,-10.110714285714039,1,1,50.0
2022-05-26,4.678571428571331,2,1,66.66666666666666
2022-05-27,110.91071428571422,4,1,80.0
2022-05-30,-124.07142857142844,0,2,0.0
2022-06-02,65.39999999999986,4,0,100.0
2022-06-03,-40.875,0,1,0.0
2022-06-06,24.39285714285688,3,4,42.857142857142854
2022-06-07,33.44285714285729,3,1,75.0
2022-06-08,-39.15000000000009,0,2,0.0
2022-06-09,38.45000000000028,4,2,66.66666666666666
2022-06-13,-28.960714285714396,1,1,50.0
2022-06-14,-31.982142857142662,0,1,0.0
2022-06-15,-40.7892857142856,0,1,0.0
2022-06-16,11.900000000000093,1,0,100.0
2022-06-20,-24.949999999999815,0,1,0.0
2022-06-21,79.99285714285634,4,0,100.0
2022-06-23,-77.93571428571431,0,2,0.0
2022-06-24,63.23571428571404,6,0,100.0
2022-06-27,-65.49642857142908,0,2,0.0
2022-06-28,34.957142857142564,4,1,80.0
2022-06-29,21.37857142857183,5,2,71.42857142857143
2022-06-30,89.87857142857138,6,2,75.0
2022-07-01,-42.40357142857147,1,1,50.0
2022-07-04,0.0,0,1,0.0
2022-07-05,46.55000000000018,4,0,100.0
2022-07-06,23.721428571428532,3,2,60.0
2022-07-07,-28.832142857143022,0,1,0.0
2022-07-08,41.55714285714248,4,0,100.0
2022-07-11,162.028571428571,6,1,85.71428571428571
2022-07-12,-8.71785714285716,1,2,33.33333333333333
2022-07-13,-40.024999999999636,1,1,50.0
2022-07-14,29.814285714285695,3,1,75.0
2022-07-15,-79.91785714285788,2,5,28.57142857142857
2022-07-18,-69.57500000000026,1,1,50.0
2022-07-19,51.77142857142826,4,1,80.0
2022-07-20,32.635714285714585,2,1,66.66666666666666
2022-07-21,16.13571428571413,2,3,40.0
2022-07-22,-13.860714285714035,1,1,50.0
2022-07-25,7.44285714285661,2,2,50.0
2022-07-26,2.400000000000091,2,1,66.66666666666666
2022-07-27,-14.164285714285597,1,1,50.0
2022-07-28,45.149999999999636,3,0,100.0
2022-07-29,-38.31428571428569,0,2,0.0
2022-08-01,189.14285714285688,6,1,85.71428571428571
2022-08-02,135.60714285714266,4,0,100.0
2022-08-03,77.4678571428567,3,1,75.0
2022-08-04,20.15000000000009,1,0,100.0
2022-08-05,-73.46785714285716,0,2,0.0
2022-08-08,78.82142857142844,4,0,100.0
2022-08-10,29.578571428571195,2,0,100.0
2022-08-11,96.09642857142853,5,1,83.33333333333334
2022-08-12,71.45714285714303,4,2,66.66666666666666
2022-08-16,8.192857142857974,4,2,66.66666666666666
2022-08-17,57.38571428571413,4,1,80.0
2022-08-18,-106.89642857142917,0,4,0.0
2022-08-19,-0.5464285714283506,1,1,50.0
2022-08-22,-17.48571428571404,0,1,0.0
2022-08-23,166.79285714285652,5,1,83.33333333333334
2022-08-24,40.82857142857165,1,1,50.0
2022-08-25,28.664285714285143,2,1,66.66666666666666
2022-08-26,-58.61785714285725,2,3,40.0
2022-08-29,37.26071428571413,2,3,40.0
2022-08-30,231.75000000000045,8,0,100.0
2022-09-02,-108.56785714285706,0,2,0.0
2022-09-05,-22.0,0,1,0.0
2022-09-06,119.19285714285706,6,0,100.0
2022-09-07,-50.37857142857092,0,2,0.0
2022-09-08,29.9678571428567,5,2,71.42857142857143
2022-09-09,-45.67499999999973,0,3,0.0
2022-09-12,-15.982142857142662,2,1,66.66666666666666
2022-09-13,68.53214285714284,6,2,75.0
2022-09-14,-56.796428571428805,3,1,75.0
2022-09-15,75.95000000000027,4,2,66.66666666666666
2022-09-16,-194.91428571428514,0,3,0.0
2022-09-19,-243.3428571428567,0,3,0.0
2022-09-20,-77.7964285714288,0,1,0.0
2022-09-22,82.14285714285734,4,0,100.0
2022-09-26,-48.37142857142863,2,2,50.0
2022-09-27,-93.06428571428614,0,3,0.0
2022-09-28,-93.37499999999955,0,3,0.0
2022-09-29,-49.339285714285325,0,1,0.0
2022-09-30,-48.26071428571413,1,1,50.0
2022-10-04,199.1785714285711,6,1,85.71428571428571
2022-10-06,-30.660714285713766,1,3,25.0
2022-10-07,17.121428571428623,1,0,100.0
2022-10-10,-10.207142857142571,1,1,50.0
2022-10-11,-17.42142857142835,0,1,0.0
2022-10-12,17.414285714285597,1,0,100.0
2022-10-13,-26.882142857142757,0,1,0.0
2022-10-17,-23.49285714285679,2,3,40.0
2022-10-18,60.87142857142862,2,0,100.0
2022-10-20,-38.03571428571422,0,1,0.0
2022-10-24,-13.099999999999907,0,2,0.0
2022-10-27,33.057142857142935,2,0,100.0
2022-10-28,2.100000000000364,1,0,100.0
2022-10-31,8.889285714285961,3,4,42.857142857142854
2022-11-01,-7.457142857142571,2,1,66.66666666666666
2022-11-02,-34.25357142857138,0,2,0.0
2022-11-03,-1.0642857142856847,1,1,50.0
2022-11-04,34.5,4,2,66.66666666666666
2022-11-07,63.10714285714266,2,0,100.0
2022-11-09,-81.93214285714248,1,2,33.33333333333333
2022-11-10,36.74285714285679,2,0,100.0
2022-11-15,14.414285714285597,3,1,75.0
2022-11-16,-11.835714285713948,1,1,50.0
2022-11-18,-32.98928571428541,0,2,0.0
2022-11-21,-22.46785714285716,0,1,0.0
2022-11-28,-86.4857142857145,0,3,0.0
2022-11-29,18.892857142856883,2,1,66.66666666666666
2022-11-30,119.23214285714312,4,1,80.0
2022-12-02,0.9357142857143117,2,1,66.66666666666666
2022-12-05,35.764285714285506,4,0,100.0
2022-12-06,76.95714285714257,5,1,83.33333333333334
2022-12-07,-9.54642857142835,0,1,0.0
2022-12-09,0.0,0,1,0.0
2022-12-12,39.12142857142817,3,1,75.0
2022-12-13,-39.25714285714275,0,1,0.0
2022-12-14,34.67499999999973,4,1,80.0
2022-12-15,16.642857142857338,2,0,100.0
2022-12-19,65.42142857142835,5,0,100.0
2022-12-20,-32.603571428571286,0,2,0.0
2022-12-21,-66.26785714285643,0,2,0.0
2022-12-26,54.68571428571385,4,2,66.66666666666666
2022-12-27,-12.0,0,1,0.0
2022-12-28,23.271428571428714,3,2,60.0
2022-12-29,73.70714285714212,4,0,100.0
2022-12-30,10.253571428571377,2,1,66.66666666666666
2023-01-02,-24.674999999999727,0,1,0.0
2023-01-03,17.642857142856883,2,1,66.66666666666666
2023-01-04,-28.93928571428569,0,2,0.0
2023-01-05,-5.650000000000091,0,1,0.0
2023-01-06,26.835714285713948,2,0,100.0
2023-01-09,-7.346428571428987,1,3,25.0
2023-01-11,14.742857142857249,1,0,100.0
2023-01-12,-62.067857142857065,0,2,0.0
2023-01-13,131.221428571429,8,0,100.0
2023-01-16,0.542857142856974,3,1,75.0
2023-01-17,-28.478571428571286,1,2,33.33333333333333
2023-01-18,-83.67500000000018,1,4,20.0
2023-01-19,12.207142857143026,3,1,75.0
2023-01-20,35.478571428571286,3,0,100.0
2023-01-23,116.71428571428578,8,0,100.0
2023-01-24,-36.43928571428569,1,1,50.0
2023-01-31,28.38571428571436,1,0,100.0
2023-02-01,15.0,1,0,100.0
2023-02-07,0.0,0,1,0.0
2023-02-08,12.649999999999636,4,0,100.0
2023-02-17,2.0071428571429806,2,0,100.0
2023-03-16,-24.564285714285575,3,4,42.857142857142854
2023-03-17,-8.075000000000044,1,3,25.0
2023-03-20,-33.87857142857149,0,1,0.0
2023-03-21,-40.799999999999955,1,2,33.33333333333333
2023-03-22,-6.30357142857167,2,1,66.66666666666666
2023-03-23,13.735714285714266,1,0,100.0
2023-03-24,-20.807142857142935,1,1,50.0
2023-03-29,-14.300000000000066,1,2,33.33333333333333
2023-03-31,-10.135714285714355,0,1,0.0
2023-04-06,6.600000000000023,1,1,50.0
2023-04-12,-30.84642857142876,0,2,0.0
2023-04-13,5.042857142857201,1,0,100.0
2023-04-17,3.0499999999999545,1,0,100.0
2023-04-18,7.39285714285711,1,0,100.0
2023-04-19,-1.0,0,1,0.0
2023-04-25,12.592857142857156,1,0,100.0
2023-04-27,0.0,0,1,0.0
2023-04-28,4.253571428571375,2,2,50.0
2023-05-03,-18.621428571428623,0,1,0.0
2023-05-04,4.4714285714285325,2,1,66.66666666666666
2023-05-05,-3.5,0,1,0.0
2023-05-11,23.960714285714516,4,1,80.0
2023-05-16,-14.121428571428623,0,1,0.0
2023-05-19,31.207142857142795,3,0,100.0
2023-05-24,0.0,0,2,0.0
2023-05-25,-3.7571428571429806,1,3,25.0
2023-05-26,-11.196428571428555,0,1,0.0
2023-05-30,-2.5500000000000673,1,1,50.0
2023-06-01,0.0,0,4,0.0
2023-06-05,-24.26071428571447,0,5,0.0
2023-06-06,-1.6999999999999318,0,1,0.0
2023-06-07,35.750000000000114,6,0,100.0
2023-06-08,-12.3321428571428,0,2,0.0
2023-06-09,-6.196428571428555,0,4,0.0
2023-06-12,0.7071428571427987,1,1,50.0
2023-06-15,-12.7285714285714,0,1,0.0
2023-06-16,45.24285714285725,9,0,100.0
2023-06-20,3.328571428571422,1,0,100.0
2023-06-21,3.25,4,0,100.0
2023-06-22,-2.178571428571331,1,1,50.0
2023-06-26,14.221428571428532,3,0,100.0
2023-06-28,33.73571428571438,4,1,80.0
2023-06-30,-3.717857142857156,0,1,0.0
2023-07-03,-13.778571428571354,0,2,0.0
2023-07-05,-1.7999999999999543,0,1,0.0
2023-07-06,-6.4035714285714675,0,2,0.0
2023-07-07,1.7999999999999543,1,0,100.0
2023-07-10,-12.932142857142708,0,2,0.0
2023-07-11,-17.2285714285714,0,3,0.0
2023-07-13,-5.625,0,1,0.0
2023-07-17,19.40714285714273,6,1,85.71428571428571
2023-07-18,12.414285714285711,4,2,66.66666666666666
2023-07-19,-21.417857142857088,0,2,0.0
2023-07-20,-4.553571428571445,0,1,0.0
2023-07-21,-1.7999999999999543,0,1,0.0
2023-07-24,-8.396428571428487,0,2,0.0
2023-07-25,2.6678571428572013,1,1,50.0
2023-07-26,-55.928571428571445,0,4,0.0
2023-07-28,-11.671428571428464,1,4,20.0
2023-07-31,-56.13214285714298,0,5,0.0
2023-08-01,-0.25,0,1,0.0
2023-08-02,3.2928571428572013,1,0,100.0
2023-08-03,-25.649999999999977,0,4,0.0
2023-08-04,-7.5,0,1,0.0
2023-08-07,16.492857142857133,2,0,100.0
2023-08-08,-10.75,0,1,0.0
2023-08-10,-3.25,0,1,0.0
2023-08-11,-4.750000000000114,0,2,0.0
2023-08-14,35.53571428571445,7,0,100.0
2023-08-16,24.778571428571695,6,2,75.0
2023-08-17,-9.760714285714357,0,2,0.0
2023-08-18,-19.42499999999995,2,4,33.33333333333333
2023-08-21,42.44285714285718,6,0,100.0
2023-08-22,7.800000000000296,4,2,66.66666666666666
2023-08-25,-5.603571428571399,0,1,0.0
2023-08-28,-10.68214285714282,0,1,0.0
2023-08-31,-21.46071428571429,0,3,0.0
2023-09-01,7.692857142857294,3,1,75.0
2023-09-04,-5.057142857142935,0,1,0.0
2023-09-06,28.407142857142844,5,1,83.33333333333334
2023-09-07,-7.264285714285734,0,1,0.0
2023-09-11,26.471428571428532,6,1,85.71428571428571
2023-09-12,-0.9428571428571786,2,1,66.66666666666666
2023-09-14,12.364285714285757,2,1,66.66666666666666
2023-09-15,8.2714285714286,2,0,100.0
2023-09-18,4.992857142857133,3,1,75.0
2023-09-20,8.435714285714312,2,1,66.66666666666666
2023-09-25,-5.571428571428555,0,1,0.0
2023-09-27,-4.532142857142844,0,1,0.0
2023-09-28,11.71428571428578,2,0,100.0
2023-09-29,-3.760714285714244,0,1,0.0
2023-10-03,-5.267857142857224,0,2,0.0
2023-10-04,10.921428571428578,2,0,100.0
2023-10-05,-8.510714285714243,0,2,0.0
2023-10-06,-6.525000000000091,0,2,0.0
2023-10-10,5.450000000000045,5,3,62.5
2023-10-11,-4.682142857142935,0,1,0.0
2023-10-12,-6.87857142857149,0,1,0.0
2023-10-17,-6.074999999999932,0,1,0.0
2023-10-19,1.650000000000091,2,1,66.66666666666666
2023-10-20,2.8892857142857347,3,2,60.0
2023-10-25,-12.289285714285713,0,1,0.0
2023-10-26,21.750000000000114,4,0,100.0
2023-10-27,48.62142857142862,9,0,100.0
2023-10-30,-13.75,1,2,33.33333333333333
2023-10-31,14.914285714285597,7,1,87.5
2023-11-02,15.857142857142776,5,0,100.0
2023-11-03,-2.2035714285713084,2,2,50.0
2023-11-06,0.07500000000004547,2,2,50.0
2023-11-07,-5.603571428571513,0,1,0.0
2023-11-10,10.664285714285597,6,0,100.0
2023-11-15,-9.010714285714357,0,2,0.0
2023-11-17,-5.850000000000023,0,2,0.0
2023-11-21,-11.785714285714334,0,1,0.0
2023-11-22,2.321428571428669,1,0,100.0
2023-11-23,-13.939285714285688,0,2,0.0
2023-11-24,3.3142857142856883,1,0,100.0
2023-11-28,63.428571428571445,5,0,100.0
2023-11-30,-10.200000000000045,0,2,0.0
2023-12-04,-21.657142857142844,0,4,0.0
2023-12-05,127.37857142857172,6,1,85.71428571428571
2023-12-06,-154.4892857142861,0,2,0.0
2023-12-07,6.285714285714221,1,1,50.0
2023-12-08,-42.86428571428587,0,2,0.0
2023-12-11,-50.96785714285716,0,4,0.0
2023-12-13,4.064285714285688,1,2,33.33333333333333
2023-12-14,13.042857142857201,4,1,80.0
2023-12-15,-14.72142857142876,0,1,0.0
2023-12-18,-12.585714285714175,3,3,50.0
2023-12-19,15.57499999999959,3,1,75.0
2023-12-21,40.29285714285709,3,0,100.0
2023-12-22,-25.100000000000136,0,4,0.0
2023-12-26,2.25,2,2,50.0
2023-12-27,-1.349999999999909,2,1,66.66666666666666
2023-12-28,-24.52500000000009,0,3,0.0
2023-12-29,-18.22499999999991,0,3,0.0
2024-01-01,-45.30000000000041,0,7,0.0
2024-01-02,21.74285714285702,3,0,100.0
2024-01-03,-46.399999999999864,1,2,33.33333333333333
2024-01-04,-11.132142857142751,0,1,0.0
2024-01-05,-11.925000000000182,0,1,0.0
2024-01-08,-17.528571428571468,0,2,0.0
2024-01-09,-11.667857142856974,0,1,0.0
2024-01-10,-47.80000000000064,0,6,0.0
2024-01-15,5.342857142857156,1,0,100.0
2024-01-18,-16.403571428571464,0,3,0.0
2024-01-20,10.728571428571511,1,0,100.0
2024-01-24,6.221428571428305,2,0,100.0
2024-01-25,-3.074999999999818,4,1,80.0
2024-01-29,-18.69642857142867,0,1,0.0
2024-01-30,-5.9500000000000455,0,1,0.0
2024-01-31,-7.864285714285643,0,1,0.0
2024-02-01,7.192857142857292,1,0,100.0
2024-02-02,-32.03571428571445,0,2,0.0
2024-02-06,-16.0821428571428,0,1,0.0
2024-02-07,-4.99642857142862,1,2,33.33333333333333
2024-02-08,-7.799999999999954,0,1,0.0
2024-02-09,-5.25,0,2,0.0
2024-02-12,56.992857142857474,7,1,87.5
2024-02-14,23.96428571428578,3,0,100.0
2024-02-15,-1.849999999999909,0,1,0.0
2024-02-16,27.960714285714175,6,2,75.0
2024-02-19,12.307142857142935,3,0,100.0
2024-02-20,0.8571428571428896,1,1,50.0
2024-02-21,-1.2535714285713766,2,1,66.66666666666666
2024-02-22,-0.6214285714283962,1,2,33.33333333333333
2024-02-23,22.142857142857338,3,1,75.0
2024-02-26,76.06428571428569,7,2,77.77777777777779
2024-03-02,4.2000000000000455,1,0,100.0
2024-03-04,-8.560714285714312,0,2,0.0
2024-03-05,-5.499999999999773,0,3,0.0
2024-03-06,17.078571428571422,3,1,75.0
2024-03-07,1.0,1,0,100.0
2024-03-11,-23.73214285714289,1,3,25.0
2024-03-14,171.99285714285725,9,0,100.0
2024-03-15,-12.107142857142893,2,1,66.66666666666666
2024-03-18,-14.549999999999955,0,2,0.0
2024-03-19,-5.839285714285779,1,1,50.0
2024-03-20,-19.450000000000273,0,4,0.0
2024-03-21,-20.899999999999977,0,2,0.0
2024-03-22,-12.37142857142851,1,4,20.0
2024-03-26,23.05357142857133,4,2,66.66666666666666
2024-03-27,-6.492857142857247,0,1,0.0
2024-03-28,-32.92142857142869,1,4,20.0
2024-04-01,78.14285714285711,8,1,88.88888888888889
2024-04-02,-33.0857142857144,0,1,0.0
2024-04-03,-2.25,1,1,50.0
2024-04-04,9.049999999999956,1,0,100.0
2024-04-05,-7.0499999999999545,0,1,0.0
2024-04-08,-11.46428571428578,0,1,0.0
2024-04-10,0.45000000000004553,1,1,50.0
2024-04-12,-12.010714285714355,0,1,0.0
2024-04-16,16.53571428571422,3,0,100.0
2024-04-18,-5.589285714285779,1,1,50.0
2024-04-19,2.7499999999997726,1,2,33.33333333333333
2024-04-22,-14.75,0,1,0.0
2024-04-23,-30.46071428571463,0,4,0.0
2024-04-25,5.228571428571286,3,1,75.0
2024-04-26,2.73928571428587,2,2,50.0
2024-04-29,-5.0,0,1,0.0
2024-04-30,-19.424999999999955,0,2,0.0
2024-05-02,-6.621428571428623,0,1,0.0
2024-05-03,4.84642857142876,3,2,60.0
2024-05-06,-0.6642857142855974,3,2,60.0
2024-05-07,-7.724999999999909,0,1,0.0
2024-05-08,-34.65000000000009,0,5,0.0
2024-05-10,0.9500000000000456,1,0,100.0
2024-05-13,12.664285714285825,3,0,100.0
2024-05-14,-39.94999999999959,1,5,16.666666666666664
2024-05-15,-10.007142857142867,0,2,0.0
2024-05-17,-2.839285714285552,1,2,33.33333333333333
2024-05-18,4.635714285714357,1,0,100.0
2024-05-21,33.342857142857156,4,0,100.0
2024-05-22,27.442857142857065,6,0,100.0
2024-05-23,12.260714285714128,4,2,66.66666666666666
2024-05-24,-47.592857142857156,0,2,0.0
2024-05-27,-7.01785714285711,0,1,0.0
2024-05-28,-5.75,0,1,0.0
2024-05-29,-16.550000000000182,0,3,0.0
2024-05-30,-18.364285714286098,0,2,0.0
2024-05-31,-20.296428571428578,3,3,50.0
2024-06-03,1.9999999999997722,5,2,71.42857142857143
2024-06-04,-44.19642857142856,0,1,0.0
2024-06-05,-34.610714285714266,0,2,0.0
2024-06-06,-38.26071428571436,1,5,16.666666666666664
2024-06-07,14.957142857142912,3,0,100.0
2024-06-10,-33.049999999999955,0,2,0.0
2024-06-12,-3.0214285714286007,0,1,0.0
2024-06-13,-3.6000000000000227,0,1,0.0
2024-06-14,4.757142857142753,1,0,100.0
2024-06-18,-1.564285714285916,3,4,42.857142857142854
2024-06-19,5.199999999999932,3,2,60.0
2024-06-20,25.18571428571431,4,0,100.0
2024-06-21,-7.253571428571377,0,1,0.0
2024-06-24,6.878571428571263,4,1,80.0
2024-06-25,-3.3392857142856656,1,1,50.0
2024-06-26,-9.975000000000025,0,1,0.0
2024-06-27,-2.200000000000045,0,1,0.0
